Id,a,b,c,d,e,f,g,outcome
19496,-0.451824258,-0.293718403,-0.698759747,-0.948289494,0.172899036,-0.825000033,-0.72299225,2.151499704
19497,0.219497883,-0.994982315,0.533607122,-0.367059922,-0.319957317,0.322988156,-0.98121654,4.195898453
19498,-0.790786763,-0.382293581,-0.864855503,0.155037972,-0.091907951,0.502384259,-0.669671588,-11.9440108
19499,-0.390521896,0.64065313,-0.622236514,0.580738002,-0.78997601,0.295510595,0.458573153,1.489515586
19500,-0.480617781,-0.740568879,0.680144651,-0.911677191,-0.414426481,0.707679302,-0.264027276,1.247669756
19501,0.508370618,-0.51504561,0.909305758,-0.191063354,0.005788432,-0.977795867,-0.904489147,-1.15417735
19502,0.391352535,0.028990842,-0.034411482,0.825769538,-0.8942225,-0.952325758,0.346365535,2.304836861
19503,-0.318313268,-0.775571674,-0.117268368,-0.030828104,-0.095604469,-0.854333563,-0.494985599,-0.391762682
19504,0.512578535,-0.904800585,0.007118438,0.466081969,0.503586453,0.068145376,0.875681671,-1.924871945
19505,-0.291125291,0.389048588,0.95536571,-0.806297792,-0.858250872,-0.228110456,0.182997372,-0.495117127
19506,0.85923128,-0.401746964,0.815040932,-0.009902777,-0.730817788,0.879255245,-0.144534777,-28.98828078
19507,-0.885325128,0.680902785,0.883830659,0.287051182,-0.79167339,-0.322638752,-0.58679616,-0.56724317
19508,-0.392440464,-0.371431882,-0.71553398,0.654924124,0.784752396,0.737534863,-0.107404831,-3.432339838
19509,-0.286080791,0.287719683,-0.254486955,-0.322145467,-0.579581232,-0.086131217,-0.254839651,-11.83303276
19510,-0.051924775,0.517270806,-0.149653257,-0.420803962,-0.787193694,0.543056576,-0.386678055,-0.263851133
19511,-0.113760249,-0.923592313,0.231353542,-0.885970397,0.537473101,-0.540604117,0.40054721,1.109744685
19512,-0.547754334,-0.339062016,-0.261378227,0.146137437,0.077632305,0.535967725,-0.394208591,3.055526348
19513,0.616453634,0.783104039,0.679207056,0.19542272,0.886644488,0.044674814,-0.731249758,-11.76715475
19514,-0.008419679,0.84613799,0.057858714,0.57354709,0.277402454,0.57013222,-0.773795732,-4.164340088
19515,0.575740258,0.378225005,0.173057699,0.502509221,0.887003922,-0.074923107,-0.636833824,1.125323414
19516,-0.221736196,-0.431649382,0.708712153,-0.336117671,-0.095468416,-0.328580089,-0.175633631,0.110773793
19517,-0.302304392,-0.519134684,-0.597525258,-0.163125458,-0.636866096,-0.024025889,-0.386949568,-1.677079274
19518,-0.194487243,0.024834455,-0.442121638,0.004123586,0.351467862,-0.748575645,-0.073464568,3.123193368
19519,-0.349714639,0.02491013,-0.327048803,-0.677142451,-0.336762922,0.801016457,0.226249049,34.24123939
19520,0.670355284,0.974475886,-0.757328584,-0.594919563,-0.563300653,-0.322088221,-0.237176995,0.908159107
19521,-0.636508628,0.55801478,-0.049353584,-0.159397808,-0.693507192,-0.932503663,0.785775331,-2.538543198
19522,-0.478969146,-0.245410592,0.813561661,-0.558874707,0.879548618,0.050189573,0.361956081,0.228698739
19523,0.725646223,0.768447818,0.827775962,0.366306386,0.737892833,0.929914154,0.670400228,1.580992357
19524,0.765938669,-0.493339761,0.437652774,0.217049064,0.180438659,0.417624825,0.938770357,-2.774912351
19525,0.52809616,-0.348930305,-0.771820946,-0.962475979,-0.055913833,0.192472213,-0.007958993,-0.416490033
19526,0.857114771,0.608349546,-0.715288333,-0.392067998,0.676925666,0.064894428,-0.8306833,0.345620736
19527,0.461095054,-0.950065714,-0.505559708,0.875079416,0.839061179,-0.879480337,-0.003689985,-0.073020255
19528,0.242659488,0.212800987,-0.931287188,-0.02439854,-0.541415398,-0.460995988,-0.803503409,0.573958757
19529,0.263825183,0.163626169,-0.111588409,0.777527344,-0.663525608,0.20428224,0.933728866,-0.108296746
19530,-0.147044252,-0.653372255,-0.938962644,0.254112273,-0.066599543,-0.234173647,-0.372842278,-0.529345717
19531,0.986911053,0.427992536,-0.724186946,0.024923699,0.512406199,0.622091211,0.279620787,-0.11343516
19532,-0.656729844,-0.338442201,-0.063362741,0.597763659,-0.136427881,-0.745087927,0.646242871,-0.685318961
19533,0.881731337,0.769917168,0.078845785,-0.59948242,-0.510652653,-0.295650605,0.402440317,1.327172684
19534,-0.157177104,-0.910711689,-0.544356175,0.160700614,-0.758379143,0.098519532,0.002383573,-2.606626487
19535,0.446424695,0.353704721,-0.352567139,-0.61031678,-0.537999039,0.077626419,-0.008019553,0.345533322
19536,0.532007631,-0.474711712,0.138783508,-0.723012994,0.97426839,0.483998918,-0.199664349,-2.438076845
19537,-0.053453303,0.163413946,-0.092939876,-0.789336916,-0.852267211,0.776743132,0.816535835,-15.53260112
19538,-0.385510408,0.727231513,0.249567307,0.059306439,-0.369555376,-0.717018427,-0.408163691,-2.274131033
19539,0.725252109,0.348311932,-0.535322462,-0.101297511,-0.511687748,-0.158544607,-0.332926838,0.402083741
19540,0.164211475,0.651915018,-0.539704343,-0.255273568,-0.745705459,0.73347581,0.19868462,-0.115867253
19541,-0.462001267,0.711065835,0.116514238,0.427671433,-0.505226095,0.693170957,0.741889438,-0.030932407
19542,0.464270796,-0.848553035,-0.421576638,-0.848182706,-0.481010558,-0.784267135,-0.663707273,-0.072569945
19543,0.03101355,-0.199776171,0.098493914,-0.157269144,0.664940213,0.707930525,-0.756796575,13.45141968
19544,0.352955433,-0.662926028,-0.788439759,0.756993042,0.874142295,0.021471512,0.789981416,-0.59961488
19545,0.716542379,0.415298032,0.76379314,-0.128237543,-0.506363152,-0.819172895,0.789458345,-26.12594756
19546,0.0293325,0.191381281,-0.053450214,0.911027458,-0.433280674,-0.94117476,-0.270519988,13.68106916
19547,-0.133908468,-0.213417423,-0.28129482,-0.680711495,-0.38650131,-0.957849502,0.868618049,5.050888839
19548,-0.698536994,0.571461912,-0.651896816,0.70929052,0.583878753,-0.689952799,0.607846785,-27.04566662
19549,0.464004681,-0.314772812,0.205208375,0.207255261,0.065510952,-0.505713135,0.888064627,0.737801579
19550,0.888707955,-0.856642958,-0.252199202,0.277820353,-0.185618982,0.347914401,-0.236929766,-1.055789116
19551,-0.481131928,-0.54615634,-0.486826174,-0.679282302,0.129433769,-0.344151276,0.026196172,-35.47529499
19552,0.715573974,0.465975212,0.96445689,-0.666552029,0.805758911,-0.272326709,0.541102514,-2.966462844
19553,-0.429195559,0.918624801,0.266608342,0.380689955,0.783962518,-0.372619574,-0.245277196,-1.855759035
19554,-0.565038212,-0.882225628,-0.479693103,0.671547592,0.981396022,-0.216900676,-0.344808673,7.795700957
19555,-0.213785126,0.075049124,-0.9411642,-0.834380646,0.479843613,-0.060004094,-0.625771107,0.185671025
19556,-0.703114123,0.236260565,0.930359602,0.044889131,0.934064489,0.518001406,-0.335539921,0.172479567
19557,-0.157180041,-0.7637863,0.137791538,-0.484768071,0.796749481,0.433020087,0.704557202,4.057361697
19558,-0.48961434,-0.341436924,0.442031235,0.38470467,-0.49363794,0.727349384,0.742881462,1.147202688
19559,0.450971839,-0.787580176,0.044330978,-0.765656722,0.610066618,-0.952259981,-0.255544463,0.404976038
19560,-0.256441071,-0.835468611,-0.168091707,-0.492671863,-0.912253737,-0.523641325,-0.301374065,3.529479722
19561,-0.855448612,0.053467044,-0.619841198,0.808379535,0.821225221,0.323112284,0.469012091,1.144468394
19562,0.986239079,-0.975259175,-0.591000674,-0.523891362,-0.562093934,0.369595151,0.832680596,-0.85266322
19563,0.706491225,0.833839801,-0.364170739,0.309247368,0.471660402,-0.843185152,-0.591774888,1.566344009
19564,-0.128050968,-0.643780804,-0.021932287,0.828585763,-0.328807271,-0.331575561,-0.330612377,2.942038482
19565,-0.661536325,-0.370291888,0.845545548,-0.494515405,-0.176959645,-0.638827639,-0.084563491,-0.17818259
19566,-0.365696469,-0.162228051,0.328757363,0.920731378,0.912124353,0.202704029,0.220670536,0.525495093
19567,0.745653592,-0.728748558,-0.859029089,0.858807378,-0.518348159,-0.565616257,-0.506340195,-0.101660162
19568,0.706356002,0.990439495,0.021398918,0.548431032,0.801869884,-0.999296463,-0.173120621,2.90490602
19569,-0.587597505,0.833109914,-0.324072924,0.573341073,0.48592328,0.388791209,0.012717762,-1.686061707
19570,0.885141356,0.601504206,-0.497030214,0.814678309,0.928722664,0.622881504,0.88170253,-0.015466457
19571,-0.95654367,0.050886912,0.985692978,0.813583857,0.187099883,0.7820247,-0.988492616,0.376441145
19572,0.585391272,0.07047355,-0.550273583,0.182536507,-0.280006648,-0.607710298,-0.811969725,0.597169001
19573,0.137846482,0.510990845,0.441774376,0.355382798,0.155050336,-0.427588517,0.140663319,-3.088164598
19574,-0.419827845,0.505639951,-0.608763827,-0.780534765,0.690424883,0.957766123,-0.929821051,-2.393012529
19575,0.800017195,0.440903008,0.308550483,-0.626069132,-0.515651227,0.664450086,0.327067512,-0.454857008
19576,0.78484498,-0.118859502,-0.505371331,0.329760565,0.903247598,-0.703771133,-0.799809787,0.453343851
19577,-0.68387751,-0.96752707,0.4797126,0.100472057,-0.583855652,-0.948496469,0.819081753,0.016355073
19578,-0.269320216,0.770377293,-0.145719119,-0.6604442,-0.070469351,-0.590177809,0.612738052,-11.00762969
19579,-0.162508177,-0.71496627,0.094706243,0.461767804,-0.150224294,-0.707338219,-0.798916728,0.029656389
19580,-0.253350772,-0.400290185,0.180213907,-0.326325304,-0.839766702,0.584865862,-0.364806104,2.27222395
19581,-0.85832232,-0.083774781,-0.096706088,-0.206746769,-0.283703138,-0.344814654,-0.239827037,-0.342744629
19582,0.834810595,-0.529407723,-0.109624946,0.737038699,0.06392374,-0.459181188,0.576845265,-0.074358209
19583,0.026674202,-0.034431738,-0.901287639,-0.899094693,0.75114233,0.303878104,0.865254705,-0.36457301
19584,-0.869639493,-0.233544219,-0.745090938,-0.6062455,-0.032608586,0.370527108,-0.494087211,4.850087021
19585,0.046316855,-0.535384261,-0.877870496,-0.14552228,-0.178144299,0.932901688,0.914046598,-1.588731925
19586,0.185985984,0.379658502,0.723893177,-0.862325662,0.932606676,-0.327012516,0.907454114,-1.313741527
19587,-0.1145695,0.765283755,-0.140967002,-0.479957731,-0.400481321,-0.138618885,0.015907382,34.24197702
19588,0.190124892,0.111529121,0.175134212,-0.166740491,-0.964047727,-0.427563156,-0.828350468,35.9618272
19589,-0.359666913,-0.67496307,-0.797298024,-0.322641932,0.169214505,-0.34411068,0.857733564,-0.756007473
19590,-0.946670244,0.716482365,-0.999701967,0.148149305,-0.165883475,0.139206548,0.601086048,10.88548115
19591,0.557299194,0.834213117,-0.189118316,0.078834123,0.218483914,-0.942363744,-0.632537572,2.380138245
19592,-0.018368146,0.812697964,0.67960203,-0.87753199,0.916550255,0.105343753,-0.794386556,-1.013444751
19593,0.604362811,0.142871669,0.968867985,-0.054761244,-0.699654466,0.154407224,0.665695044,0.031647164
19594,-0.83041203,0.948578039,-0.927756933,0.521596879,0.834361811,0.388179693,0.07193059,5.756832936
19595,-0.788214489,0.254044085,0.204953348,-0.984245733,-0.227703982,0.981511012,-0.734695256,0.732471291
19596,0.666180958,-0.150864524,-0.389212036,0.818677373,0.87412472,-0.761160471,0.132903613,0.578264163
19597,0.397028099,-0.391111481,0.431169787,-0.3951831,-0.421854268,-0.916870536,-0.830614106,-15.39932782
19598,0.765760168,0.654445296,0.316205389,0.843089632,-0.676942571,0.266506093,-0.56321072,0.862940893
19599,0.035738482,-0.284459743,-0.00056854,-0.576403248,0.291128163,0.433603149,-0.822895959,-19.77752118
19600,0.242950085,0.253957581,-0.304117704,-0.55975734,-0.376334499,-0.611743096,-0.146565659,1.582437667
19601,-0.310230891,0.588033687,0.013785104,0.917251056,-0.874903212,0.209826012,0.057640414,-1.167250013
19602,-0.712374262,-0.894305169,-0.08428102,0.695713629,-0.672212357,-0.222771808,0.965213201,1.069161895
19603,0.394328141,-0.153678543,-0.957843178,-0.877566716,-0.684348543,0.328796575,0.584733032,-0.356815081
19604,0.329445056,-0.474281526,0.203255805,0.377569587,-0.568474711,0.519899236,0.898990698,-7.878490073
19605,0.323714207,-0.034789282,-0.775745911,-0.061925093,-0.155629935,-0.913146928,0.489756999,0.798899052
19606,0.83718079,-0.494472706,-0.617961391,0.024687816,0.031171114,0.251834892,0.768645331,-0.512876067
19607,-0.662120912,-0.637489153,-0.677816873,0.793276259,-0.115896043,-0.385996598,0.846322756,-16.02275631
19608,-0.765043168,-0.933578816,-0.974563867,0.757370233,0.730840221,-0.107883168,-0.61747171,-3.940878649
19609,-0.119323353,0.303861391,-0.573814808,0.932572558,0.843087427,-0.993936839,-0.120983095,2.855495337
19610,0.158805264,-0.306934548,-0.60226019,0.699806904,0.903074228,0.943920031,0.992103016,-1.643557162
19611,-0.839240862,0.7061142,-0.172558485,0.133238291,-0.561765835,0.950223026,0.766036994,0.366154611
19612,0.679060375,-0.393451124,-0.724813581,-0.103301563,-0.510985253,-0.852289068,-0.379646539,0.326836994
19613,0.190987089,0.646036985,-0.057866356,0.014942133,0.501177834,0.130338408,0.625213276,2.072298323
19614,0.794575231,-0.720196167,0.24692955,-0.005132913,-0.939988578,-0.346866052,0.053128371,-0.6817001
19615,-0.122119091,-0.821497548,0.758739143,-0.013845286,-0.377615768,-0.866056597,-0.209250644,-0.050585948
19616,0.453802791,-0.554647534,-0.433418414,0.349454968,-0.948098343,-0.342321588,-0.958787499,-0.23931568
19617,-0.621849352,0.240009353,0.2090392,-0.635061842,0.499879803,-0.698201303,0.565346393,-1.129165462
19618,0.949707055,-0.303913608,-0.215090964,-0.732353438,-0.515986925,-0.130993844,0.554796754,-0.14845472
19619,0.512846461,-0.531894817,0.931708106,0.850734306,0.056300597,-0.353968004,0.389601171,0.424786597
19620,0.31828561,-0.30708647,-0.676620631,-0.707270278,-0.833528812,-0.717290668,0.920596127,0.412304377
19621,0.352046586,-0.724532841,-0.449331709,0.258533076,0.238792576,-0.970342091,-0.027267275,0.306733102
19622,0.847279672,-0.920325435,-0.879067911,-0.210545572,0.774062749,0.714564103,-0.61616524,-0.94702223
19623,-0.124135089,0.987696298,-0.17047219,0.449217982,0.452540166,0.282098788,0.779619142,15.22748495
19624,-0.239702816,0.543905376,-0.344844288,-0.837254768,-0.246771601,0.204703436,-0.764158817,3.226147923
19625,-0.667688943,-0.377451301,0.008729544,0.824192217,0.288590604,0.824252735,0.498697999,1.776568882
19626,-0.893949024,0.984154071,-0.913312577,-0.881201619,0.384635978,-0.331493437,0.932796563,67.94452894
19627,-0.802009463,-0.984575032,-0.06968494,-0.512940053,0.77526945,0.83521274,0.56547844,2.484947199
19628,-0.765710471,-0.500411602,0.612156439,0.420245208,-0.316789551,-0.229187701,0.663355687,0.196843323
19629,0.510431889,-0.654549666,-0.51736497,0.974631168,0.062468462,-0.059499814,0.67853155,-0.578956674
19630,0.31893837,0.361961737,0.280712447,-0.391556693,-0.278061475,0.11312268,-0.269872783,6.509693818
19631,0.935906978,-0.519317913,-0.276983621,0.767251174,-0.058368393,-0.85065742,0.313675076,0.273181693
19632,0.622650257,-0.217226487,-0.416757947,-0.31939575,-0.254020751,-0.416175941,0.381398759,0.191406468
19633,0.030438689,0.306388857,-0.41891749,-0.494515452,-0.223046252,-0.760061826,0.24022711,2.373285899
19634,0.593269949,-0.825622764,-0.230241534,-0.674010941,0.665372468,-0.576094988,0.638259867,-0.30300461
19635,0.741198792,0.154509064,0.084858514,0.021730843,0.757017744,-0.362669414,0.985555018,0.787973092
19636,-0.231092194,-0.929925521,-0.036745075,-0.989012254,0.619728702,0.075670618,0.515091208,5.174227146
19637,-0.84583842,0.104410086,0.899386524,-0.767050103,-0.139582514,-0.81035107,0.71265593,-0.52415086
19638,-0.650102703,-0.492102972,0.684320483,-0.66413136,-0.098487077,-0.16692102,0.202490648,0.243687276
19639,0.224087895,-0.590720572,-0.071312565,-0.459983767,-0.849717358,-0.290096706,-0.128152046,-1.017682454
19640,0.927250792,0.51750675,-0.920091783,0.835721728,0.287748909,0.878392444,0.01177588,-0.195353963
19641,-0.14233413,0.065971092,-0.872718213,-0.486590293,0.502384384,0.422620155,0.397773914,-0.488303443
19642,0.209013294,-0.532390835,0.467392455,-0.287078147,-0.975921937,0.713408598,0.611902711,4.82159409
19643,-0.744469589,0.131987895,0.379076689,-0.783946232,0.449082509,0.135146399,-0.113744565,0.002811192
19644,-0.603542712,-0.09110693,0.140111679,0.743451598,-0.604342085,0.229829606,-0.290707913,0.431566786
19645,-0.213823999,0.905063766,0.174675457,-0.91722913,0.73378928,0.656808907,-0.561251498,-0.639009539
19646,-0.498889368,0.598539431,0.979084028,0.649034505,-0.632362996,0.063307575,-0.134354036,-0.362139033
19647,-0.643714738,-0.822968776,0.108969015,0.12255916,0.043554485,0.199886411,0.450400955,1.358944156
19648,0.827200608,-0.978352155,-0.647058295,0.534494945,-0.498533108,0.657031688,-0.328998433,-1.10929216
19649,0.584794557,0.691472513,0.292082216,0.288027408,-0.993981737,0.595438722,0.043726114,0.328082483
19650,0.629819764,0.274673461,-0.758206377,0.891036455,0.774632979,-0.991853647,0.127465856,0.912466322
19651,0.264292759,0.359238189,-0.641211375,-0.346770887,0.821881697,0.236597772,0.659816668,0.135438826
19652,0.885379331,0.245210168,-0.237247332,0.245956871,-0.502726187,-0.375816161,0.223721509,0.553190432
19653,-0.543393625,0.020122784,-0.803595413,-0.245510123,0.028631631,-0.61930303,-0.768115193,2.457422837
19654,0.702541098,-0.400312603,-0.390454922,0.056357486,0.383740645,-0.80831326,-0.747375885,0.373286499
19655,0.802817885,0.209084655,-0.952732697,-0.133957581,0.344217876,-0.550476252,-0.845721392,0.432662502
19656,0.448322786,0.282742796,0.939434897,0.897247592,0.757665936,-0.9416552,0.245014992,-2.493113013
19657,0.890711388,0.6828732,-0.358426723,0.00160998,-0.349320852,0.589155885,0.209420638,0.075025583
19658,0.904321581,0.649578058,0.537839904,0.639939797,0.616663701,-0.277442795,0.717913001,2.529514873
19659,0.093506207,-0.165458692,0.070699724,-0.289914355,0.769513313,0.599663126,0.499145732,-33.54843556
19660,0.043409379,-0.594682779,0.171935285,-0.145839926,-0.11411626,-0.140135979,-0.708008364,3.536616212
19661,0.480383321,-0.339410613,0.801570032,0.309280448,0.888071102,0.574856675,-0.106789824,2.846529002
19662,-0.95989047,-0.819478813,0.028666335,0.471846728,0.37286648,-0.519031021,-0.631517174,0.303925672
19663,0.951719058,-0.759123118,0.355911677,-0.048836868,-0.267382987,0.823345677,0.44683959,-2.65600737
19664,0.763646225,0.962217292,-0.044266072,0.131909246,-0.440073211,0.588732193,-0.072047521,0.462284212
19665,-0.972922457,-0.418081207,0.618518059,0.955241576,0.276057405,-0.341584691,0.549296474,0.048067468
19666,0.703864061,-0.482760784,-0.148510647,0.456721604,-0.357044752,-0.211142262,-0.453394998,-0.318660935
19667,-0.066353189,-0.10976734,-0.453864001,0.982340114,0.699749827,0.528636823,-0.390924289,-1.647448647
19668,-0.175330605,-0.357166577,0.818724381,0.872859555,0.588228554,-0.394911902,0.248037531,-0.037971063
19669,0.136575393,0.868900947,-0.56725122,0.04157696,0.204865267,-0.434956482,-0.479825247,1.852526467
19670,0.691081324,-0.475140579,-0.88676823,-0.171888889,0.562399028,0.016740097,0.319411235,-0.311741176
19671,-0.860879111,0.230260023,-0.068144286,0.861307583,0.827863973,-0.520071118,-0.319910466,-0.946509624
19672,-0.521794311,0.856810876,0.262496621,-0.01300429,0.324783445,0.547319668,0.194380814,-0.394612757
19673,-0.697412202,-0.637520556,-0.202222304,0.764872684,0.930222325,-0.884283165,0.79240586,-0.49831915
19674,0.731860881,0.238860736,-0.651072887,-0.686466206,0.487181814,0.614889731,-0.977863205,-0.271906727
19675,0.654268448,-0.589937362,0.766864664,0.715208454,-0.948393113,0.167887712,0.940473304,6.730466608
19676,0.085940839,0.602065075,-0.675950676,0.640943321,0.833569279,0.572659923,0.829386756,0.038594933
19677,0.631532233,0.479973878,0.703345405,0.530651292,-0.150601624,-0.930454849,0.054354876,-19.6402513
19678,-0.795116698,0.187257716,0.771648977,-0.320175816,-0.353753743,0.562149851,-0.095732577,0.23927773
19679,-0.15979102,-0.898953451,0.606037943,-0.544758665,0.3970864,0.009244596,0.27861788,1.185901934
19680,0.401339286,-0.802070727,-0.416228672,-0.731686367,0.483517064,0.230525686,-0.260685749,-1.263009884
19681,0.294427489,0.997877795,0.45473575,0.744304222,0.839205329,0.275540225,0.380423226,-4.505928535
19682,-0.219471353,0.337250014,-0.531679609,-0.292446372,-0.510528467,0.510837424,-0.201194042,-0.555998782
19683,0.798877002,0.797823694,0.500567239,-0.829644132,-0.652282443,-0.441505569,0.518254379,4.154504541
19684,-0.176742938,0.145933161,0.951035303,0.136835273,-0.859808376,0.015622244,0.028702232,-0.115546578
19685,-0.23530175,-0.051673795,-0.116125839,-0.999339355,0.051881218,-0.386754735,0.465229415,-2.811649924
19686,-0.260014308,0.649340406,-0.809687619,-0.253534556,0.00163711,-0.532792967,0.267288239,2.150610824
19687,-0.517925214,-0.439681693,-0.364377045,0.260308409,-0.806587937,-0.501145663,0.372997545,-0.400291129
19688,0.754377463,-0.954007819,-0.603226241,0.79344137,-0.452772469,-0.065666891,0.161456214,-0.654344803
19689,-0.202010197,-0.056663348,0.645173651,0.58142148,-0.284936562,-0.65725602,0.958498579,-0.70892838
19690,-0.76571691,0.861021671,0.5467749,0.360266322,-0.691369194,-0.826274447,0.606745645,-1.28556697
19691,0.302720784,-0.625965178,-0.639479912,0.971910429,0.505842557,-0.124145821,0.711860993,-0.532603466
19692,-0.288061455,-0.10686632,-0.506953911,0.323642701,0.870402657,0.887572915,0.069577628,-4.54304939
19693,-0.20611216,-0.613628132,0.499716942,0.686576777,-0.892075447,-0.875286891,0.450209254,-0.370711208
19694,-0.074944123,-0.903851957,-0.409072244,0.341862984,-0.792066877,0.4513348,0.095851999,-4.05588955
19695,0.276502678,0.337538087,-0.817689369,-0.751929107,0.529298749,-0.743820231,-0.449333671,0.988271045
19696,-0.735655846,-0.412625607,0.738652451,0.226061472,-0.322189704,0.74019162,0.196920049,0.781937692
19697,0.000841808,0.893989274,-0.567123035,-0.889475515,-0.932848095,0.014515443,0.828940261,1.548465263
19698,0.708732242,-0.47399308,-0.681166895,0.115824608,0.134278974,0.286222876,-0.401873959,-0.546957643
19699,-0.350070992,0.745723089,-0.597204398,-0.477019059,0.97516777,-0.913147516,-0.840399438,6.712449887
19700,0.171852165,-0.919598955,-0.280607346,-0.720616823,-0.166798743,0.2382382,0.718792098,-2.558985119
19701,0.691021385,0.46524959,-0.21889543,0.530064455,-0.87435168,-0.204327952,0.019254242,0.735866763
19702,-0.340822104,-0.686050058,-0.741732382,-0.289592598,0.653061106,0.743634588,0.243431724,-3.566096271
19703,0.094915647,0.967963184,-0.071658504,-0.093516963,-0.92943911,0.369920138,-0.860642081,3.590251217
19704,-0.04981973,-0.135113564,0.616115227,-0.29994233,0.339936441,-0.341929116,0.046747571,-0.310564193
19705,0.88295315,0.316121895,-0.055074824,-0.265451441,0.300362253,-0.758486842,0.928926925,1.145604148
19706,0.101162081,0.694862067,-0.76596289,0.62708055,-0.579500716,0.952164748,0.353509452,-0.296730795
19707,-0.363842568,0.345419457,-0.073691896,0.38961294,0.484534311,0.673596583,-0.711438791,1.131057611
19708,-0.958771413,-0.217882276,-0.24083588,0.194081891,-0.150331154,0.627395429,-0.96519148,1.177372711
19709,0.333598187,-0.819775704,-0.915012884,0.593575422,0.250931637,0.06658741,-0.979925511,-0.70987927
19710,0.257251917,-0.66737059,0.341885256,-0.779417368,0.946724553,0.915596315,0.661536606,18.70382191
19711,0.402115896,-0.32036969,0.470612146,-0.605103839,0.498334993,-0.632260362,-0.099661523,-4.553397749
19712,-0.950010973,-0.079263714,0.957583152,0.552980029,0.608577018,-0.12229865,0.350093171,-0.022559797
19713,0.188089738,0.123428608,-0.858245548,-0.407971,-0.679367141,0.537185341,-0.248599786,-0.395434177
19714,0.846970278,0.157223325,-0.007987415,0.737179666,0.373641041,0.246717375,-0.587956733,-0.104676583
19715,0.601763764,0.227220217,0.537554146,-0.621175742,-0.837943067,-0.803783888,0.504939291,16.05684827
19716,0.601136594,-0.532291839,-0.61236624,0.407408341,0.027576754,-0.794804588,0.915839884,0.21632644
19717,-0.0146134,0.131419143,0.167035389,0.551184158,-0.867216646,-0.641926939,0.364379178,-4.257369879
19718,0.806714452,-0.773596121,-0.812903427,-0.467254043,-0.153007796,0.701208995,0.687841345,-0.910588315
19719,-0.557424948,-0.28740623,0.615867691,-0.841857274,0.173619858,-0.556961879,-0.49858052,-0.229742896
19720,0.829100431,0.411042571,0.299531663,-0.790782021,-0.751946574,0.122108516,0.030933006,0.54560252
19721,0.039917626,0.757798766,-0.740155666,0.87743371,-0.698989799,-0.809359527,-0.013280589,2.008988525
19722,0.012242736,-0.362463226,0.704709045,0.508915254,0.609433975,-0.748529034,-0.234877189,-0.557522875
19723,0.528690647,0.240634299,-0.301868859,-0.498566943,0.804926133,-0.409607055,-0.72722922,0.782895566
19724,0.216675963,-0.901704393,-0.069979511,-0.092967288,0.147802033,0.965928311,0.94592021,-6.515252187
19725,-0.184721836,-0.423923879,-0.46914541,0.908044787,-0.834623946,0.669010065,0.198831903,-3.84262785
19726,0.048002111,-0.623453315,0.770067155,-0.623048225,-0.368951313,0.49315431,0.253109112,1.546408642
19727,-0.770644333,0.611027185,0.822867679,-0.325842116,0.438378476,0.159659317,0.823882416,-0.283253508
19728,0.179256365,0.066741283,-0.380374471,-0.209684023,-0.067850469,0.72277407,-0.669508989,-1.172259897
19729,0.43756972,-0.539616027,-0.640921666,-0.823695332,0.731404353,-0.758648223,0.692904924,0.20309128
19730,0.789350263,-0.089558895,0.529134186,0.858775173,-0.444012346,-0.110984587,-0.257788795,0.082338078
19731,0.500993824,0.52843193,-0.954438345,0.966689207,0.240015688,0.411199199,0.560587588,0.080548399
19732,-0.403656874,0.428561747,0.707400028,0.754640763,0.727580857,-0.205881608,0.293189248,-0.57102688
19733,-0.744813644,-0.44531208,0.210936317,0.151015671,0.685492981,-0.84768533,-0.420510839,-0.421002634
19734,0.3451828,-0.580762309,-0.469298249,0.100690784,-0.542559627,-0.146455191,0.314793605,-0.533231706
19735,-0.335154957,0.570028284,-0.10646336,-0.847585235,0.643464952,0.188239742,0.034705824,-1.669447179
19736,-0.687478653,-0.256379998,0.107640849,0.433691145,-0.526092378,-0.704497024,0.682485929,-0.563584499
19737,-0.857015845,0.720242268,-0.62711314,0.158357886,-0.332905298,-0.088405,-0.051058013,-3.517345594
19738,-0.705701918,0.691298536,0.815738037,-0.196177768,-0.701592499,0.034989574,0.117061008,-0.431373555
19739,-0.614955093,0.253279634,-0.851781391,0.806456815,-0.246321885,-0.467878666,0.808550708,3.045093831
19740,0.324232639,-0.709490976,-0.977653164,0.040310831,-0.921060241,-0.308010876,-0.845112179,-0.3083835
19741,0.724155344,-0.350351514,0.241652514,-0.040832146,0.8796458,-0.108367661,-0.509234018,-0.501517999
19742,0.533151442,0.876920097,-0.34714526,-0.413895102,-0.800234206,-0.608431896,-0.599025989,1.687331089
19743,0.211878083,0.365390557,0.552668408,-0.662714084,0.063623132,0.198148163,-0.818245394,-0.490748659
19744,-0.92693012,0.681674168,0.045268647,-0.567095968,-0.925174276,0.579961076,0.507194032,-0.104621704
19745,0.375914482,-0.244325297,-0.361513035,0.741782137,0.4207851,-0.688391611,-0.34755879,0.602182999
19746,-0.808248628,0.412270877,-0.103081796,-0.483459111,-0.804785665,-0.116198233,0.292671033,-0.74942423
19747,-0.489114459,0.753069331,0.00046855,0.577362889,-0.762747913,0.331364391,-0.201126538,-0.861355342
19748,-0.469347715,0.398354132,-0.535943512,0.821041975,-0.846795874,0.069222797,-0.103718295,4.942223885
